curator_name,curator_url,playlist_name,playlist_url,followers,total_tracks,description,unique_artists,avg_artist_popularity,avg_artist_followers,primary_genres,primary_genre_diversity,all_genres,all_genre_diversity,playlist_last_updated,musinique_focus_score
Lucy's Playlists,https://open.spotify.com/user/116017890,OPERA FOR COOKING 🎭 ,https://open.spotify.com/playlist/07vI3gawqwx46mhVOYV23Q,125,16,"Dramatic. Cooking up a storm. Inspired by the film, No Reservations. Includes some ballet classics too",56,49.73529411764706,220651.91176470587,"['Classical', 'Electronic', 'Pop', 'Regional', 'Traditional Folk']",5,"['ballet', 'canzone napoletana', 'christmas', 'classical', 'classical crossover', 'musicals', 'musique concrète', 'opera', 'orchestral', 'villancicos']",10,2020-09-01T11:12:01Z,26.5
Lucy's Playlists,https://open.spotify.com/user/116017890,CURRENT WORSHIP🙏,https://open.spotify.com/playlist/0BCEsRTX7Zxj673DJRFeEa,1,67,,61,47.475,178352.175,"['Electronic', 'Folk', 'Hip Hop', 'Pop', 'R&B & Soul', 'Religious']",6,"['afrogospel', 'ccm', 'cedm', 'christian', 'christian alternative rock', 'christian folk', 'christian hip hop', 'christian jazz', 'christian lo-fi', 'christian pop', 'christian r&b', 'country christian', 'gospel', 'hymns', 'motown', 'pop worship', 'spoken word', 'worship']",18,2025-12-18T09:45:29Z,30.1
Lucy's Playlists,https://open.spotify.com/user/116017890,BEACH BAR  (APRÈS SURF ) 🎷,https://open.spotify.com/playlist/0Fj87IFiAR8VnLcyk26MFl,23,137,"Apres Sea &#x2F;  apres surf &#x2F; beach Bar &#x2F; House , Dance, Electronica and House, for sunset DJ set vibes, inspired by Surfside Polzeath , Rum Bar Polzeath,  and Skybar ",180,53.23620309050773,1414666.6026490063,"['Easy Listening', 'Electronic', 'Hip Hop', 'Pop', 'R&B & Soul', 'Regional']",6,"['3 step', 'afro house', 'afro r&b', 'afro soul', 'afro tech', 'afrobeat', 'afrobeats', 'afropiano', 'afropop', 'afroswing', 'alté', 'amapiano', 'azonto', 'big beat', 'breakbeat', 'classic soul', 'dancehall', 'deep house', 'disco house', 'drum and bass', 'edm', 'electronica', 'eurodance', 'french house', 'french indie pop', 'funky house', 'future bass', 'future house', 'g-house', 'german pop', 'gqom', 'hard house', 'hiplife', 'house', 'idm', 'italo dance', 'jazz house', 'liquid funk', 'lo-fi house', 'lounge', 'melodic house', 'melodic rap', 'moombahton', 'motown', 'northern soul', 'nu disco', 'organic house', 'private school piano', 'progressive house', 'quiet storm', 'r&b', 'ragga', 'rap', 'reggae', 'riddim', 'roots reggae', 'soca', 'soul', 'stutter house', 'tech house', 'trap', 'tribal house', 'trip hop', 'tropical house', 'uk funky', 'uk garage']",66,2025-12-03T19:49:21Z,31.5
Lucy's Playlists,https://open.spotify.com/user/116017890,All Time Favourites ✨,https://open.spotify.com/playlist/0Flag3tyymrUiNCaWtrx3Z,69,24,My very favourites in no particular order.,17,67.52380952380952,4392850.023809524,"['Blues', 'Easy Listening', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Religious', 'Rock', 'Traditional Folk']",10,"['adult standards', 'art pop', 'art rock', 'baroque pop', 'blues', 'calypso', 'classic rock', 'classic soul', 'classical crossover', 'easy listening', 'exotica', 'folk', 'folk rock', 'gregorian chant', 'indie folk', 'jazz', 'motown', 'new age', 'northern soul', 'quiet storm', 'reggae', 'rocksteady', 'sea shanties', 'singer-songwriter', 'ska', 'soft rock', 'soul', 'soul blues', 'soul jazz', 'traditional folk', 'variété française', 'vocal jazz', 'yacht rock']",33,2025-10-02T11:11:10Z,28.9
Lucy's Playlists,https://open.spotify.com/user/116017890,CHRISTMAS DAY 2025 🎄,https://open.spotify.com/playlist/0Hf2BXhtmPRgPa1n6MoCX3,48,63,"Enough Christmas songs to see you through Christmas lunch and other shenanigans with the family :) Jolly pop hits. Full of classics from Home Alone, The Holiday and greatest hits. None of the rubbish covers - all the originals",63,73.27272727272727,8041596.233766234,"['Classical', 'Easy Listening', 'Electronic', 'Folk', 'Jazz', 'Metal', 'Pop', 'Punk', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']",12,"['adult standards', 'art rock', 'ballet', 'baroque pop', 'big band', 'bolero', 'celtic', 'celtic punk', 'celtic rock', 'christmas', 'classic soul', 'classical', 'disco', 'doo-wop', 'folk punk', 'glam metal', 'glam rock', 'hi-nrg', 'jazz', 'motown', 'new age', 'opera', 'orchestral', 'pop', 'progressive rock', 'r&b', 'rock and roll', 'rockabilly', 'soft pop', 'soft rock', 'soul', 'swing music', 'synthpop', 'villancicos', 'vocal jazz']",35,2024-12-23T08:41:57Z,16.5
Lucy's Playlists,https://open.spotify.com/user/116017890,CAROLS BY CANDLELIGHT 🕯️,https://open.spotify.com/playlist/0U2xrdmfvPXqxPfTiwFTgN,30,52,All your favourite hymns &#x2F;carols from church and carol services at Christmas time. Christmas morning feelings :) Ft HTB &#x2F;Holy Trinity Brompton &#x2F; King&#x27;s &#x2F; Songs of Praise &#x2F;  Dedicated to Char x,52,49.13669064748201,33892.81294964029,"['Classical', 'Pop', 'Religious', 'Traditional Folk']",4,"['ballet', 'baroque', 'bhajan', 'catholic music', 'chamber music', 'choral', 'christmas', 'classical', 'classical crossover', 'classical piano', 'concerto', 'devotional', 'early music', 'gregorian chant', 'hymns', 'medieval', 'opera', 'orchestral', 'renaissance', 'villancicos']",20,2025-12-09T12:42:35Z,32.3
Lucy's Playlists,https://open.spotify.com/user/116017890,SUMMER BBQ PARTY 🍍,https://open.spotify.com/playlist/0VppRcFaI3PT4ukhX0sfRV,2687,134,"A lot of summer sax anthems and reggae dance mixes for bbq parties, pool parties and beach parties. Apres beach , apres sea and apres surf at Polzeath and Newquay. Summer 2024",185,53.32747252747253,1515091.6021978022,"['Easy Listening', 'Electronic', 'Hip Hop', 'Pop', 'R&B & Soul', 'Regional']",6,"['3 step', 'afro house', 'afro r&b', 'afro soul', 'afro tech', 'afrobeat', 'afrobeats', 'afropiano', 'afropop', 'afroswing', 'alté', 'amapiano', 'azonto', 'big beat', 'breakbeat', 'classic soul', 'dancehall', 'deep house', 'disco house', 'drum and bass', 'edm', 'electronica', 'eurodance', 'french house', 'funky house', 'future bass', 'future house', 'g-house', 'german pop', 'gqom', 'hard house', 'hiplife', 'house', 'idm', 'italo dance', 'jazz house', 'jungle', 'latin house', 'liquid funk', 'lo-fi house', 'lounge', 'melodic house', 'melodic rap', 'moombahton', 'motown', 'northern soul', 'nu disco', 'organic house', 'pop', 'private school piano', 'progressive house', 'quiet storm', 'r&b', 'ragga', 'rap', 'reggae', 'riddim', 'soca', 'soul', 'stutter house', 'tech house', 'techengue', 'trap', 'tribal house', 'trip hop', 'tropical house', 'uk funky', 'uk garage']",68,2025-04-22T14:12:29Z,31.3
Lucy's Playlists,https://open.spotify.com/user/116017890,SOULFUL DINNER 🍴 (Smoth Funk and Soul),https://open.spotify.com/playlist/0dYAYrX0vWYyYIDLpVWLCA,54,108,"Funky, Chilled and soulful dinner with friends or family, or for date night. Soulful rnB with a bit of funk",111,48.25806451612903,1001110.801843318,"['Avant-garde', 'Blues', 'Electronic', 'Folk', 'Hip Hop', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Religious', 'Rock']",11,"['acid jazz', 'alternative r&b', 'aor', 'bedroom pop', 'blues rock', 'britpop', 'ccm', 'christian', 'christian alternative rock', 'christian folk', 'christian hip hop', 'christian jazz', 'christian lo-fi', 'christian pop', 'christian r&b', 'classic soul', 'contemporary r&b', 'east coast hip hop', 'funk', 'gospel', 'hymns', 'indie pop', 'indie r&b', 'indie soul', 'jazz beats', 'jazz funk', 'jazz fusion', 'jazz rap', 'lo-fi', 'lo-fi beats', 'lo-fi hip hop', 'lo-fi house', 'modern blues', 'motown', 'neo soul', 'northern soul', 'nu disco', 'quiet storm', 'retro pop', 'retro soul', 'smooth jazz', 'soft rock', 'soul', 'soul blues', 'soul jazz', 'trip hop', 'uk r&b', 'variété française', 'vocal jazz', 'worship', 'yacht rock']",51,2025-04-22T14:49:58Z,19.3
Lucy's Playlists,https://open.spotify.com/user/116017890,LATE NIGHT JAZZ (Slow) 🍷  ,https://open.spotify.com/playlist/0ii393lRLo5gSrmxzabnXz,3710,46,"Late night soulful  jazz to unwind or read to. Gentle, relaxing and classy. Dinner jazz. Romantic. Elegant. Reading, Working, Studying jazz. Elegant.",46,54.96774193548387,1549677.3064516129,"['Classical', 'Easy Listening', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']",9,"['adult standards', 'ballet', 'bebop', 'big band', 'bossa nova', 'brazilian jazz', 'christmas', 'classic rock', 'classical', 'contemporary r&b', 'cool jazz', 'experimental jazz', 'folk', 'folk rock', 'free jazz', 'french jazz', 'hard bop', 'indie jazz', 'jazz', 'jazz ballads', 'jazz fusion', 'jazz pop', 'latin jazz', 'neo soul', 'nu jazz', 'orchestral', 'r&b', 'ragtime', 'retro soul', 'singer-songwriter', 'smooth jazz', 'soft rock', 'soul jazz', 'swing music', 'uk r&b', 'vocal jazz', 'yacht rock']",37,2024-08-08T14:00:27Z,19.7
Lucy's Playlists,https://open.spotify.com/user/116017890,A CLASSY AFFAIR🌹 ,https://open.spotify.com/playlist/0isYqFOQyfrBkhcMXsz5OF,168,58,"Timeless Romance, Cosy &amp; Classy Jazz &#x2F; Soul, and Big Band Music. Dinner Party esque, inspired by the What Women Want and the Parent Trap movies. An Elegant Affair, big bands and tuxedos.",42,65.6144578313253,2499244.9156626505,"['Blues', 'Easy Listening', 'Folk', 'Jazz', 'Pop', 'R&B & Soul', 'Regional', 'Rock', 'Traditional Folk']",9,"['adult standards', 'bebop', 'big band', 'blues', 'christmas', 'classic soul', 'cool jazz', 'folk', 'folk rock', 'hard bop', 'jazz', 'jazz ballads', 'jazz pop', 'motown', 'neo soul', 'power pop', 'ragtime', 'rock and roll', 'rockabilly', 'singer-songwriter', 'soft pop', 'soft rock', 'soul', 'soul blues', 'soul jazz', 'swing music', 'vocal jazz']",27,2024-11-07T11:54:32Z,30.1
